edge_id,cell_id_a,cell_id_b,index_a,index_b,row_a,col_a,row_b,col_b,initial_layer_a,initial_layer_b,initial_layer_delta,source_radius_a,source_radius_b,source_theta_a_deg,source_theta_b_deg,source_angle_delta_deg,source_radius_delta,initial_edge_type
207,112,113,111,112,10,14,10,15,0,0,0,1.0965435244,1.2191560946,24.203692,13.955790,10.247902,0.1226125702,same_layer
208,112,127,111,126,10,14,11,14,0,0,0,1.0965435244,1.2606839090,24.203692,52.061478,27.857785,0.1641403847,same_layer
209,113,114,112,113,10,15,10,16,0,0,0,1.2191560946,1.3522262232,13.955790,11.463924,2.491866,0.1330701286,same_layer
210,113,128,112,127,10,15,11,15,0,0,0,1.2191560946,1.3159883242,13.955790,38.867578,24.911788,0.0968322295,same_layer
211,114,115,113,114,10,16,10,17,0,1,1,1.3522262232,1.4846968377,11.463924,8.318215,3.145709,0.1324706145,adjacent_layer
212,114,129,113,128,10,16,11,16,0,1,1,1.3522262232,1.3817642147,11.463924,28.309683,16.845759,0.0295379914,adjacent_layer
213,115,116,114,115,10,17,10,18,1,3,2,1.4846968377,1.5988470882,8.318215,7.049462,1.268753,0.1141502505,long_layer_conflict
214,115,130,114,129,10,17,11,17,1,1,0,1.4846968377,1.4848147482,8.318215,20.227634,11.909419,0.0001179105,same_layer
215,116,117,115,116,10,18,10,19,3,4,1,1.5988470882,1.7187967917,7.049462,6.009257,1.040205,0.1199497034,adjacent_layer
216,116,131,115,130,10,18,11,18,3,2,1,1.5988470882,1.5546274478,7.049462,19.272208,12.222746,0.0442196404,adjacent_layer
217,117,118,116,117,10,19,10,20,4,5,1,1.7187967917,1.8363201214,6.009257,5.189430,0.819827,0.1175233297,adjacent_layer
218,117,132,116,131,10,19,11,19,4,4,0,1.7187967917,1.7011363643,6.009257,17.172492,11.163235,0.0176604273,same_layer
219,118,133,117,132,10,20,11,20,5,5,0,1.8363201214,1.8607239213,5.189430,14.829876,9.640446,0.0244037999,same_layer
220,119,120,118,119,11,6,11,7,4,3,1,1.7671332218,1.6478794426,163.757483,160.932706,2.824777,0.1192537792,adjacent_layer
221,119,134,118,133,11,6,12,6,4,5,1,1.7671332218,1.7938715703,163.757483,153.255978,10.501505,0.0267383485,adjacent_layer
222,120,121,119,120,11,7,11,8,3,2,1,1.6478794426,1.5468120900,160.932706,156.498309,4.434397,0.1010673526,adjacent_layer
223,120,135,119,134,11,7,12,7,3,4,1,1.6478794426,1.7428928647,160.932706,149.314023,11.618683,0.0950134221,adjacent_layer
224,121,122,120,121,11,8,11,9,2,1,1,1.5468120900,1.4603914637,156.498309,150.937438,5.560871,0.0864206263,adjacent_layer
225,121,136,120,135,11,8,12,8,2,4,2,1.5468120900,1.7112448121,156.498309,143.513152,12.985157,0.1644327222,long_layer_conflict
226,122,123,121,122,11,9,11,10,1,1,0,1.4603914637,1.4009966495,150.937438,141.041652,9.895785,0.0593948142,same_layer
227,122,137,121,136,11,9,12,9,1,3,2,1.4603914637,1.6560396500,150.937438,136.394606,14.542832,0.1956481863,long_layer_conflict
228,123,124,122,123,11,10,11,11,1,0,1,1.4009966495,1.3150576266,141.041652,127.957628,13.084024,0.0859390229,adjacent_layer
229,123,138,122,137,11,10,12,10,1,2,1,1.4009966495,1.5673401679,141.041652,127.634148,13.407505,0.1663435185,adjacent_layer
230,124,125,123,124,11,11,11,12,0,0,0,1.3150576266,1.1960936001,127.957628,106.762912,21.194717,0.1189640265,same_layer
231,124,139,123,138,11,11,12,11,0,1,1,1.3150576266,1.4666572378,127.957628,114.964622,12.993006,0.1515996112,adjacent_layer
232,125,126,124,125,11,12,11,13,0,0,0,1.1960936001,1.1708207547,106.762912,73.792068,32.970844,0.0252728454,same_layer
233,125,140,124,139,11,12,12,12,0,0,0,1.1960936001,1.3672334330,106.762912,100.090663,6.672249,0.1711398329,same_layer
234,126,127,125,126,11,13,11,14,0,0,0,1.1708207547,1.2606839090,73.792068,52.061478,21.730590,0.0898631543,same_layer
235,126,141,125,140,11,13,12,13,0,0,0,1.1708207547,1.3132879093,73.792068,80.876297,7.084229,0.1424671546,same_layer
236,127,128,126,127,11,14,11,15,0,0,0,1.2606839090,1.3159883242,52.061478,38.867578,13.193899,0.0553044151,same_layer
237,127,142,126,141,11,14,12,14,0,1,1,1.2606839090,1.3794690602,52.061478,64.666767,12.605289,0.1187851512,adjacent_layer
238,128,129,127,128,11,15,11,16,0,1,1,1.3159883242,1.3817642147,38.867578,28.309683,10.557896,0.0657758905,adjacent_layer
239,128,143,127,142,11,15,12,15,0,1,1,1.3159883242,1.4653765747,38.867578,52.430258,13.562680,0.1493882505,adjacent_layer
240,129,130,128,129,11,16,11,17,1,1,0,1.3817642147,1.4848147482,28.309683,20.227634,8.082049,0.1030505335,same_layer
241,129,144,128,143,11,16,12,16,1,2,1,1.3817642147,1.5243639878,28.309683,43.463643,15.153960,0.1425997731,adjacent_layer
242,130,131,129,130,11,17,11,18,1,2,1,1.4848147482,1.5546274478,20.227634,19.272208,0.955426,0.0698126996,adjacent_layer
243,130,145,129,144,11,17,12,17,1,2,1,1.4848147482,1.5472518919,20.227634,36.681995,16.454362,0.0624371437,adjacent_layer
244,131,132,130,131,11,18,11,19,2,4,2,1.5546274478,1.7011363643,19.272208,17.172492,2.099716,0.1465089165,long_layer_conflict
245,131,146,130,145,11,18,12,18,2,2,0,1.5546274478,1.5704677922,19.272208,30.752180,11.479972,0.0158403444,same_layer
246,132,133,131,132,11,19,11,20,4,5,1,1.7011363643,1.8607239213,17.172492,14.829876,2.342616,0.1595875570,adjacent_layer
247,132,147,131,146,11,19,12,19,4,3,1,1.7011363643,1.6585951782,17.172492,25.264491,8.091999,0.0425411861,adjacent_layer
248,133,148,132,147,11,20,12,20,5,5,0,1.8607239213,1.8448485676,14.829876,19.753763,4.923887,0.0158753538,same_layer
249,134,135,133,134,12,6,12,7,5,4,1,1.7938715703,1.7428928647,153.255978,149.314023,3.941954,0.0509787056,adjacent_layer
250,135,136,134,135,12,7,12,8,4,4,0,1.7428928647,1.7112448121,149.314023,143.513152,5.800872,0.0316480526,same_layer
251,136,137,135,136,12,8,12,9,4,3,1,1.7112448121,1.6560396500,143.513152,136.394606,7.118546,0.0552051621,adjacent_layer
252,137,138,136,137,12,9,12,10,3,2,1,1.6560396500,1.5673401679,136.394606,127.634148,8.760458,0.0886994821,adjacent_layer
253,137,149,136,148,12,9,13,9,3,5,2,1.6560396500,1.8046219320,136.394606,127.497849,8.896757,0.1485822820,long_layer_conflict
254,138,139,137,138,12,10,12,11,2,1,1,1.5673401679,1.4666572378,127.634148,114.964622,12.669526,0.1006829302,adjacent_layer
255,138,150,137,149,12,10,13,10,2,3,1,1.5673401679,1.6938607210,127.634148,118.956434,8.677713,0.1265205530,adjacent_layer
256,139,140,138,139,12,11,12,12,1,0,1,1.4666572378,1.3672334330,114.964622,100.090663,14.873959,0.0994238048,adjacent_layer
257,139,151,138,150,12,11,13,11,1,3,2,1.4666572378,1.5993299505,114.964622,109.541363,5.423259,0.1326727127,long_layer_conflict
258,140,141,139,140,12,12,12,13,0,0,0,1.3672334330,1.3132879093,100.090663,80.876297,19.214366,0.0539455238,same_layer
259,140,152,139,151,12,12,13,12,0,1,1,1.3672334330,1.4721531306,100.090663,95.637346,4.453317,0.1049196976,adjacent_layer
260,141,142,140,141,12,13,12,14,0,1,1,1.3132879093,1.3794690602,80.876297,64.666767,16.209530,0.0661811509,adjacent_layer
261,141,153,140,152,12,13,13,13,0,1,1,1.3132879093,1.4232241185,80.876297,84.481196,3.604899,0.1099362092,adjacent_layer
262,142,143,141,142,12,14,12,15,1,1,0,1.3794690602,1.4653765747,64.666767,52.430258,12.236508,0.0859075145,same_layer
263,142,154,141,153,12,14,13,14,1,1,0,1.3794690602,1.4844175187,64.666767,70.895073,6.228306,0.1049484585,same_layer
264,143,144,142,143,12,15,12,16,1,2,1,1.4653765747,1.5243639878,52.430258,43.463643,8.966615,0.0589874131,adjacent_layer
265,143,155,142,154,12,15,13,15,1,2,1,1.4653765747,1.5715543630,52.430258,61.153203,8.722944,0.1061777883,adjacent_layer
266,144,145,143,144,12,16,12,17,2,2,0,1.5243639878,1.5472518919,43.463643,36.681995,6.781648,0.0228879041,same_layer
267,144,156,143,155,12,16,13,16,2,3,1,1.5243639878,1.6666874807,43.463643,52.508130,9.044487,0.1423234929,adjacent_layer
268,145,146,144,145,12,17,12,18,2,2,0,1.5472518919,1.5704677922,36.681995,30.752180,5.929815,0.0232159003,same_layer
269,145,157,144,156,12,17,13,17,2,4,2,1.5472518919,1.7338120983,36.681995,45.822115,9.140119,0.1865602064,long_layer_conflict
270,146,147,145,146,12,18,12,19,2,3,1,1.5704677922,1.6585951782,30.752180,25.264491,5.487689,0.0881273860,adjacent_layer
271,146,158,145,157,12,18,13,18,2,4,2,1.5704677922,1.7502063808,30.752180,39.981351,9.229171,0.1797385886,long_layer_conflict
272,147,148,146,147,12,19,12,20,3,5,2,1.6585951782,1.8448485676,25.264491,19.753763,5.510728,0.1862533894,long_layer_conflict
273,147,159,146,158,12,19,13,19,3,4,1,1.6585951782,1.7679012393,25.264491,35.673062,10.408571,0.1093060610,adjacent_layer
274,148,160,147,159,12,20,13,20,5,5,0,1.8448485676,1.7827542721,19.753763,31.861076,12.107313,0.0620942955,same_layer
275,149,150,148,149,13,9,13,10,5,3,2,1.8046219320,1.6938607210,127.497849,118.956434,8.541414,0.1107612110,long_layer_conflict
276,150,151,149,150,13,10,13,11,3,3,0,1.6938607210,1.5993299505,118.956434,109.541363,9.415072,0.0945307705,same_layer
277,150,162,149,161,13,10,14,10,3,5,2,1.6938607210,1.8292521648,118.956434,112.889121,6.067314,0.1353914438,long_layer_conflict
278,151,152,150,151,13,11,13,12,3,1,2,1.5993299505,1.4721531306,109.541363,95.637346,13.904017,0.1271768199,long_layer_conflict
279,151,163,150,162,13,11,14,11,3,4,1,1.5993299505,1.7129444393,109.541363,104.984411,4.556952,0.1136144888,adjacent_layer
280,152,153,151,152,13,12,13,13,1,1,0,1.4721531306,1.4232241185,95.637346,84.481196,11.156150,0.0489290121,same_layer
281,152,164,151,163,13,12,14,12,1,2,1,1.4721531306,1.5765495504,95.637346,94.913149,0.724197,0.1043964198,adjacent_layer
282,153,154,152,153,13,13,13,14,1,1,0,1.4232241185,1.4844175187,84.481196,70.895073,13.586123,0.0611934002,same_layer
283,153,165,152,164,13,13,14,13,1,2,1,1.4232241185,1.5287403296,84.481196,85.389075,0.907879,0.1055162111,adjacent_layer
284,154,155,153,154,13,14,13,15,1,2,1,1.4844175187,1.5715543630,70.895073,61.153203,9.741870,0.0871368443,adjacent_layer
285,154,166,153,165,13,14,14,14,1,2,1,1.4844175187,1.5792380679,70.895073,75.270982,4.375909,0.0948205492,adjacent_layer
286,155,156,154,155,13,15,13,16,2,3,1,1.5715543630,1.6666874807,61.153203,52.508130,8.645073,0.0951331177,adjacent_layer
287,155,167,154,166,13,15,14,15,2,3,1,1.5715543630,1.6841310097,61.153203,66.828635,5.675433,0.1125766467,adjacent_layer
288,156,157,155,156,13,16,13,17,3,4,1,1.6666874807,1.7338120983,52.508130,45.822115,6.686015,0.0671246177,adjacent_layer
289,156,168,155,167,13,16,14,16,3,4,1,1.6666874807,1.7626032486,52.508130,59.180317,6.672187,0.0959157680,adjacent_layer
290,157,158,156,157,13,17,13,18,4,4,0,1.7338120983,1.7502063808,45.822115,39.981351,5.840764,0.0163942824,same_layer
291,158,159,157,158,13,18,13,19,4,4,0,1.7502063808,1.7679012393,39.981351,35.673062,4.308289,0.0176948585,same_layer
292,159,160,158,159,13,19,13,20,4,5,1,1.7679012393,1.7827542721,35.673062,31.861076,3.811986,0.0148530328,adjacent_layer
293,160,161,159,160,13,20,13,21,5,5,0,1.7827542721,1.8291566152,31.861076,28.175566,3.685511,0.0464023431,same_layer
294,162,163,161,162,14,10,14,11,5,4,1,1.8292521648,1.7129444393,112.889121,104.984411,7.904710,0.1163077255,adjacent_layer
295,163,164,162,163,14,11,14,12,4,2,2,1.7129444393,1.5765495504,104.984411,94.913149,10.071262,0.1363948889,long_layer_conflict
296,164,165,163,164,14,12,14,13,2,2,0,1.5765495504,1.5287403296,94.913149,85.389075,9.524074,0.0478092208,same_layer
297,164,169,163,168,14,12,15,12,2,4,2,1.5765495504,1.7163118267,94.913149,94.307381,0.605768,0.1397622763,long_layer_conflict
298,165,166,164,165,14,13,14,14,2,2,0,1.5287403296,1.5792380679,85.389075,75.270982,10.118093,0.0504977383,same_layer
299,165,170,164,169,14,13,15,13,2,3,1,1.5287403296,1.6477471984,85.389075,86.191589,0.802513,0.1190068688,adjacent_layer
300,166,167,165,166,14,14,14,15,2,3,1,1.5792380679,1.6841310097,75.270982,66.828635,8.442347,0.1048929417,adjacent_layer
301,166,171,165,170,14,14,15,14,2,3,1,1.5792380679,1.6866230943,75.270982,78.014597,2.743615,0.1073850264,adjacent_layer
302,167,168,166,167,14,15,14,16,3,4,1,1.6841310097,1.7626032486,66.828635,59.180317,7.648318,0.0784722390,adjacent_layer
303,167,172,166,171,14,15,15,15,3,5,2,1.6841310097,1.7979057664,66.828635,70.661919,3.833284,0.1137747567,long_layer_conflict
304,169,170,168,169,15,12,15,13,4,3,1,1.7163118267,1.6477471984,94.307381,86.191589,8.115792,0.0685646283,adjacent_layer
305,169,173,168,172,15,12,16,12,4,5,1,1.7163118267,1.8601254131,94.307381,93.566214,0.741166,0.1438135864,adjacent_layer
306,170,171,169,170,15,13,15,14,3,3,0,1.6477471984,1.6866230943,86.191589,78.014597,8.176992,0.0388758959,same_layer
307,170,174,169,173,15,13,16,13,3,5,2,1.6477471984,1.7861712579,86.191589,86.448445,0.256857,0.1384240595,long_layer_conflict
308,171,172,170,171,15,14,15,15,3,5,2,1.6866230943,1.7979057664,78.014597,70.661919,7.352678,0.1112826721,long_layer_conflict
309,171,175,170,174,15,14,16,14,3,5,2,1.6866230943,1.8057758988,78.014597,80.204022,2.189425,0.1191528045,long_layer_conflict
310,173,174,172,173,16,12,16,13,5,5,0,1.8601254131,1.7861712579,93.566214,86.448445,7.117769,0.0739541552,same_layer
311,174,175,173,174,16,13,16,14,5,5,0,1.7861712579,1.8057758988,86.448445,80.204022,6.244423,0.0196046409,same_layer
312,175,176,174,175,16,14,17,14,5,5,0,1.8057758988,1.9159017299,80.204022,82.162965,1.958943,0.1101258311,same_layer
