cell_id,row,col,corner_index,source_lon,source_lat,theta_rad,theta_deg,rho_unclipped,R,annulus_x,annulus_y
137,12,9,4,116.0999940000,40.6000000000,2.3645782754,135.480356,0.9377122873,1.7970554442,-1.2813186690,1.2600121976
138,12,10,1,116.2000000000,40.5000000000,2.4232614993,138.842657,0.6544504020,1.5562828417,-1.1717332777,1.0242350362
138,12,10,2,116.3000000000,40.5000000000,2.2223583925,127.331756,0.5460069688,1.4641059234,-0.8878765869,1.1641655043
138,12,10,3,116.3000000000,40.6000000000,2.0411788693,116.950934,0.6891837005,1.5858061454,-0.7187306614,1.4135796289
138,12,10,4,116.2000000000,40.6000000000,2.2223575888,127.331710,0.8190111813,1.6961595041,-1.0285995708,1.3486808319
139,12,11,1,116.3000060000,40.5000000000,2.2223439265,127.330928,0.5459993264,1.4640994275,-0.8878558067,1.1641731830
139,12,11,2,116.4000060000,40.5000000000,1.9350903245,110.872509,0.4119373593,1.3501467554,-0.4810433987,1.2615440974
139,12,11,3,116.4000060000,40.6000000000,1.8197318669,104.262956,0.6368468404,1.5413198143,-0.3797387403,1.4938089768
139,12,11,4,116.3000060000,40.6000000000,2.0411667491,116.950240,0.6891762023,1.5857997720,-0.7187106399,1.4135826586
140,12,12,1,116.4000000000,40.5000000000,1.9351103000,110.873653,0.4119260325,1.3501371276,-0.4810651682,1.2615254921
140,12,12,2,116.5000000000,40.5000000000,1.5707963268,90.000000,0.2936183191,1.2495755712,0.0000000000,1.2495755712
140,12,12,3,116.5000000000,40.6000000000,1.5707963268,90.000000,0.4404282127,1.3743639808,0.0000000000,1.3743639808
140,12,12,4,116.4000000000,40.6000000000,1.8197461944,104.263777,0.6368462402,1.5413193041,-0.3797600171,1.4938030415
141,12,13,1,116.5000000000,40.5000000000,1.5707963268,90.000000,0.2936183191,1.2495755712,0.0000000000,1.2495755712
141,12,13,2,116.6000000000,40.5000000000,1.2064823535,69.126347,0.3507031689,1.2980976935,0.4625230819,1.2129014884
141,12,13,3,116.6000000000,40.6000000000,1.3218464592,75.736223,0.4782922524,1.4065484146,0.3465543113,1.3631869101
141,12,13,4,116.5000000000,40.6000000000,1.5707963268,90.000000,0.4404282127,1.3743639808,0.0000000000,1.3743639808
142,12,14,1,116.5999940000,40.5000000000,1.2065023291,69.127491,0.3506972824,1.2980926900,0.4624970707,1.2129060522
142,12,14,2,116.6999940000,40.5000000000,0.9192487271,52.669072,0.4574026057,1.3887922148,0.8421881801,1.1042929346
142,12,14,3,116.6999940000,40.6000000000,1.1004259045,63.049760,0.5616263244,1.4773823757,0.6695740859,1.3169393409
142,12,14,4,116.5999940000,40.6000000000,1.3218607866,75.737044,0.4782831274,1.4065406583,0.3465328693,1.3631843580
143,12,15,1,116.7000000000,40.5000000000,0.9192342611,52.668244,0.4574094529,1.3887980350,0.8422076842,1.1042853792
143,12,15,2,116.8000000000,40.5000000000,0.7183311543,41.157343,0.5006236032,1.4255300627,1.0732888445,0.9381828266
143,12,15,3,116.8000000000,40.6000000000,0.9192350648,52.668290,0.6861147523,1.5831975394,0.9600962089,1.2588604842
143,12,15,4,116.7000000000,40.6000000000,1.1004137843,63.049066,0.5616293795,1.4773849726,0.6695912244,1.3169335403
144,12,16,1,116.8000060000,40.5000000000,0.7183212442,41.156776,0.5006240505,1.4255304429,1.0732984281,0.9381724404
144,12,16,2,116.9000060000,40.5000000000,0.5802878076,33.248042,0.5335379630,1.4535072686,1.2155752361,0.7969066602
144,12,16,3,116.9000060000,40.6000000000,0.7770143781,44.519644,0.7585346187,1.6447544259,1.1727265058,1.1532257646
144,12,16,4,116.8000060000,40.6000000000,0.9192254209,52.667737,0.6861215995,1.5832033596,0.9601118786,1.2588558529
145,12,17,1,116.9000000000,40.5000000000,0.5802946853,33.248436,0.5335344793,1.4535043074,1.2155672788,0.7969133971
145,12,17,2,117.0000000000,40.5000000000,0.4830328135,27.675742,0.5279770733,1.4487805123,1.2830260490,0.6729109380
145,12,17,3,117.0000000000,40.6000000000,0.6665839442,38.192447,0.7546639081,1.6414643219,1.2900898611,1.0149252536
145,12,17,4,116.9000000000,40.6000000000,0.7770218770,44.520074,0.7585362609,1.6447558218,1.1727188531,1.1532355374
146,12,18,1,117.0000000000,40.5000000000,0.4830328135,27.675742,0.5279770733,1.4487805123,1.2830260490,0.6729109380
146,12,18,2,117.1000000000,40.5000000000,0.4120409069,23.608205,0.6570252265,1.5584714425,1.4280357811,0.6241370403
146,12,18,3,117.1000000000,40.6000000000,0.5802954495,33.248480,0.8003024722,1.6802571013,1.4052001901,0.9212363174
146,12,18,4,117.0000000000,40.6000000000,0.6665839442,38.192447,0.7546639081,1.6414643219,1.2900898611,1.0149252536
147,12,19,1,117.0999940000,40.5000000000,0.4120445765,23.608415,0.6570197268,1.5584667678,1.4280292072,0.6241404085
147,12,19,2,117.1999940000,40.5000000000,0.3584426529,20.537251,0.9247183101,1.7860105636,1.6724994152,0.6265616007
147,12,19,3,117.1999940000,40.6000000000,0.5119637971,29.333365,0.7821303128,1.6648107659,1.4513556290,0.8155744751
147,12,19,4,117.0999940000,40.6000000000,0.5803000347,33.248743,0.8002989885,1.6802541402,1.4051934896,0.9212411370
148,12,20,1,117.2000000000,40.5000000000,0.3584398371,20.537090,0.9247806542,1.7860635561,1.6725508041,0.6265754816
148,12,20,2,117.3000000000,40.5000000000,0.3167576684,18.148878,1.1016686545,1.9364183563,1.8400822322,0.6031694865
148,12,20,3,117.3000000000,40.6000000000,0.4569800330,26.183027,0.8032683714,1.6827781157,1.5101067691,0.7425090791
148,12,20,4,117.2000000000,40.6000000000,0.5119601365,29.333155,0.7821314930,1.6648117691,1.4513594891,0.8155696536
149,13,9,1,116.0999940000,40.6000000000,2.3645782754,135.480356,0.9377122873,1.7970554442,-1.2813186690,1.2600121976
149,13,9,2,116.1999940000,40.6000000000,2.2223672326,127.332263,0.8190188236,1.6961660001,-1.0286165166,1.3486760774
149,13,9,3,116.1999940000,40.7000000000,2.0903837348,119.770166,0.9605761591,1.8164897353,-0.9019271896,1.5767568940
149,13,9,4,116.0999940000,40.7000000000,2.2223644199,127.332102,1.0920230362,1.9282195807,-1.1693379030,1.5331926234
150,13,10,1,116.2000000000,40.6000000000,2.2223575888,127.331710,0.8190111813,1.6961595041,-1.0285995708,1.3486808319
150,13,10,2,116.3000000000,40.6000000000,2.0411788693,116.950934,0.6891837005,1.5858061454,-0.7187306614,1.4135796289
150,13,10,3,116.3000000000,40.7000000000,1.9351094677,110.873605,0.8238550685,1.7002768082,-0.6058215471,1.5886854558
150,13,10,4,116.2000000000,40.7000000000,2.0903751151,119.769672,0.9605686610,1.8164833618,-0.9019104339,1.5767591360
151,13,11,1,116.3000060000,40.6000000000,2.0411667491,116.950240,0.6891762023,1.5857997720,-0.7187106399,1.4135826586
151,13,11,2,116.4000060000,40.6000000000,1.8197318669,104.262956,0.6368468404,1.5413198143,-0.3797387403,1.4938089768
151,13,11,3,116.4000060000,40.7000000000,1.7591914527,100.794246,0.6482853429,1.5510425415,-0.2904833719,1.5235984957
151,13,11,4,116.3000060000,40.7000000000,1.9350994800,110.873033,0.8238663953,1.7002864360,-0.6058091101,1.5887005025
152,13,12,1,116.4000000000,40.6000000000,1.8197461944,104.263777,0.6368462402,1.5413193041,-0.3797600171,1.4938030415
152,13,12,2,116.5000000000,40.6000000000,1.5707963268,90.000000,0.4404282127,1.3743639808,0.0000000000,1.3743639808
152,13,12,3,116.5000000000,40.7000000000,1.5707963268,90.000000,0.5872381063,1.4991523903,0.0000000000,1.4991523903
152,13,12,4,116.4000000000,40.7000000000,1.7592024915,100.794878,0.6482936264,1.5510495825,-0.2905015092,1.5236022054
153,13,13,1,116.5000000000,40.6000000000,1.5707963268,90.000000,0.4404282127,1.3743639808,0.0000000000,1.3743639808
153,13,13,2,116.6000000000,40.6000000000,1.3218464592,75.736223,0.4782922524,1.4065484146,0.3465543113,1.3631869101
153,13,13,3,116.6000000000,40.7000000000,1.3823901621,79.205122,0.5367414912,1.4562302675,0.2727424676,1.4304608133
153,13,13,4,116.5000000000,40.7000000000,1.5707963268,90.000000,0.5872381063,1.4991523903,0.0000000000,1.4991523903
154,13,14,1,116.5999940000,40.6000000000,1.3218607866,75.737044,0.4782831274,1.4065406583,0.3465328693,1.3631843580
154,13,14,2,116.6999940000,40.6000000000,1.1004259045,63.049760,0.5616263244,1.4773823757,0.6695740859,1.3169393409
154,13,14,3,116.6999940000,40.7000000000,1.2064931736,69.126967,0.7014017143,1.5961914571,0.5687202495,1.4914370404
154,13,14,4,116.5999940000,40.7000000000,1.3824012009,79.205754,0.5367387898,1.4562279713,0.2727262470,1.4304615684
155,13,15,1,116.7000000000,40.6000000000,1.1004137843,63.049066,0.5616293795,1.4773849726,0.6695912244,1.3169335403
155,13,15,2,116.8000000000,40.6000000000,0.9192350648,52.668290,0.6861147523,1.5831975394,0.9600962089,1.2588604842
155,13,15,3,116.8000000000,40.7000000000,1.0512175385,60.230328,0.7829501812,1.6655076540,0.8269487970,1.4457079348
155,13,15,4,116.7000000000,40.7000000000,1.2064831859,69.126395,0.7014076007,1.5961964606,0.5687369283,1.4914360352
156,13,16,1,116.8000060000,40.6000000000,0.9192254209,52.667737,0.6861215995,1.5832033596,0.9601118786,1.2588558529
156,13,16,2,116.9000060000,40.6000000000,0.7770143781,44.519644,0.7585346187,1.6447544259,1.1727265058,1.1532257646
156,13,16,3,116.9000060000,40.7000000000,0.9192282337,52.667898,0.9148268989,1.7776028640,1.0779988058,1.4134321763
156,13,16,4,116.8000060000,40.7000000000,1.0512089187,60.229834,0.7829565211,1.6655130430,0.8269639343,1.4457054844
157,13,17,1,116.9000000000,40.6000000000,0.7770218770,44.520074,0.7585362609,1.6447558218,1.1727188531,1.1532355374
157,13,17,2,117.0000000000,40.6000000000,0.6665839442,38.192447,0.7546639081,1.6414643219,1.2900898611,1.0149252536
157,13,17,3,117.0000000000,40.7000000000,0.8092820743,46.368447,1.0046704080,1.8539698468,1.2792730099,1.3418885047
157,13,17,4,116.9000000000,40.7000000000,0.9192354666,52.668313,0.9148200517,1.7775970439,1.0779850531,1.4134353455
158,13,18,1,117.0000000000,40.6000000000,0.6665839442,38.192447,0.7546639081,1.6414643219,1.2900898611,1.0149252536
158,13,18,2,117.1000000000,40.6000000000,0.5802954495,33.248480,0.8003024722,1.6802571013,1.4052001901,0.9212363174
158,13,18,3,117.1000000000,40.7000000000,0.7183323930,41.157414,1.0012495977,1.8510621581,1.3936726172,1.2182396107
158,13,18,4,117.0000000000,40.7000000000,0.8092820743,46.368447,1.0046704080,1.8539698468,1.2792730099,1.3418885047
159,13,19,1,117.0999940000,40.6000000000,0.5803000347,33.248743,0.8002989885,1.6802541402,1.4051934896,0.9212411370
159,13,19,2,117.1999940000,40.6000000000,0.5119637971,29.333365,0.7821303128,1.6648107659,1.4513556290,0.8155744751
159,13,19,3,117.1999940000,40.7000000000,0.6430232901,36.842521,1.0090052073,1.8576544262,1.4866559446,1.1138824308
159,13,19,4,117.0999940000,40.7000000000,0.7183373482,41.157698,1.0012491505,1.8510617779,1.3936662944,1.2182462663
160,13,20,1,117.2000000000,40.6000000000,0.5119601365,29.333155,0.7821314930,1.6648117691,1.4513594891,0.8155696536
160,13,20,2,117.3000000000,40.6000000000,0.4569800330,26.183027,0.8032683714,1.6827781157,1.5101067691,0.7425090791
160,13,20,3,117.3000000000,40.7000000000,0.5802958316,33.248502,1.0670704650,1.9070098953,1.5948333109,1.0455589181
160,13,20,4,117.2000000000,40.7000000000,0.6430191769,36.842285,1.0090086910,1.8576573874,1.4866628959,1.1138780915
161,13,21,1,117.3000060000,40.6000000000,0.4569770633,26.182857,0.8032741174,1.6827829998,1.5101133571,0.7425067496
161,13,21,2,117.4000060000,40.6000000000,0.4120390721,23.608100,0.9855436071,1.8377120660,1.6839068196,0.7359643067
161,13,21,3,117.4000060000,40.7000000000,0.5276346100,30.231236,1.1130190218,1.9460661686,1.6814020243,0.9798269057
161,13,21,4,117.3000060000,40.7000000000,0.5802923927,33.248305,1.0670739487,1.9070128564,1.5948393828,1.0455550572
162,14,10,1,116.2000000000,40.7000000000,2.0903751151,119.769672,0.9605686610,1.8164833618,-0.9019104339,1.5767591360
162,14,10,2,116.3000000000,40.7000000000,1.9351094677,110.873605,0.8238550685,1.7002768082,-0.6058215471,1.5886854558
162,14,10,3,116.3000000000,40.8000000000,1.8668960956,106.965267,1.0776237038,1.9159801483,-0.5590675553,1.8326001738
162,14,10,4,116.2000000000,40.8000000000,1.9999539880,114.588923,1.0976064179,1.9329654552,-0.8043165859,1.7576775247
163,14,11,1,116.3000060000,40.7000000000,1.9350994800,110.873033,0.8238663953,1.7002864360,-0.6058091101,1.5887005025
163,14,11,2,116.4000060000,40.7000000000,1.7591914527,100.794246,0.6482853429,1.5510425415,-0.2904833719,1.5235984957
163,14,11,3,116.4000060000,40.8000000000,1.7221546135,98.672191,0.7783105734,1.6615639873,-0.2505323275,1.6425676354
163,14,11,4,116.3000060000,40.8000000000,1.8668877227,106.964787,1.0776052833,1.9159644908,-0.5590476426,1.8325898786
164,14,12,1,116.4000000000,40.7000000000,1.7592024915,100.794878,0.6482936264,1.5510495825,-0.2905015092,1.5236022054
164,14,12,2,116.5000000000,40.7000000000,1.5707963268,90.000000,0.5872381063,1.4991523903,0.0000000000,1.4991523903
164,14,12,3,116.5000000000,40.8000000000,1.5707963268,90.000000,0.7340479999,1.6239407999,0.0000000000,1.6239407999
164,14,12,4,116.4000000000,40.8000000000,1.7221635575,98.672703,0.7782934710,1.6615494503,-0.2505448265,1.6425510238
165,14,13,1,116.5000000000,40.7000000000,1.5707963268,90.000000,0.5872381063,1.4991523903,0.0000000000,1.4991523903
165,14,13,2,116.6000000000,40.7000000000,1.3823901621,79.205122,0.5367414912,1.4562302675,0.2727424676,1.4304608133
165,14,13,3,116.6000000000,40.8000000000,1.4194290961,81.327297,0.6596712595,1.5607205706,0.2353408528,1.5428750378
165,14,13,4,116.5000000000,40.8000000000,1.5707963268,90.000000,0.7340479999,1.6239407999,0.0000000000,1.6239407999
166,14,14,1,116.5999940000,40.7000000000,1.3824012009,79.205754,0.5367387898,1.4562279713,0.2727262470,1.4304615684
166,14,14,2,116.6999940000,40.7000000000,1.2064931736,69.126967,0.7014017143,1.5961914571,0.5687202495,1.4914370404
166,14,14,3,116.6999940000,40.8000000000,1.2747049308,73.035213,0.8395034305,1.7135779159,0.4999944931,1.6390103053
166,14,14,4,116.5999940000,40.8000000000,1.4194380400,81.327809,0.6596685581,1.5607182744,0.2353267072,1.5428748727
167,14,15,1,116.7000000000,40.7000000000,1.2064831859,69.126395,0.7014076007,1.5961964606,0.5687369283,1.4914360352
167,14,15,2,116.8000000000,40.7000000000,1.0512175385,60.230328,0.7829501812,1.6655076540,0.8269487970,1.4457079348
167,14,15,3,116.8000000000,40.8000000000,1.1416386656,65.411077,0.9190770412,1.7812154850,0.7411726649,1.6196887617
167,14,15,4,116.7000000000,40.8000000000,1.2746965580,73.034733,0.8395058036,1.7135799330,0.5000088048,1.6390080482
168,14,16,1,116.8000060000,40.7000000000,1.0512089187,60.229834,0.7829565211,1.6655130430,0.8269639343,1.4457054844
168,14,16,2,116.9000060000,40.7000000000,0.9192282337,52.667898,0.9148268989,1.7776028640,1.0779988058,1.4134321763
168,14,16,3,116.9000060000,40.8000000000,1.0229506228,58.610753,1.0051108550,1.8543442267,0.9658341286,1.5829582898
168,14,16,4,116.8000060000,40.8000000000,1.1416310982,65.410644,0.9190800963,1.7812180819,0.7411860023,1.6196855143
169,15,12,1,116.4000000000,40.8000020000,1.7221629612,98.672669,0.7782977243,1.6615530657,-0.2505443923,1.6425547472
169,15,12,2,116.5000000000,40.8000020000,1.5707963268,90.000000,0.7340509361,1.6239432957,0.0000000000,1.6239432957
169,15,12,3,116.5000000000,40.9000020000,1.5707963268,90.000000,0.8808608297,1.7487317052,0.0000000000,1.7487317052
169,15,12,4,116.4000000000,40.9000020000,1.6972294733,97.244086,0.9904470580,1.8418799993,-0.2322547493,1.8271780600
170,15,13,1,116.5000000000,40.8000020000,1.5707963268,90.000000,0.7340509361,1.6239432957,0.0000000000,1.6239432957
170,15,13,2,116.6000000000,40.8000020000,1.4194296924,81.327331,0.6596737181,1.5607226604,0.2353402480,1.5428772441
170,15,13,3,116.6000000000,40.9000020000,1.4443631803,82.755914,0.7946157576,1.6754233940,0.2112651424,1.6620501162
170,15,13,4,116.5000000000,40.9000020000,1.5707963268,90.000000,0.8808608297,1.7487317052,0.0000000000,1.7487317052
171,15,14,1,116.5999940000,40.8000020000,1.4194386363,81.327843,0.6596710167,1.5607203642,0.2353261024,1.5428770789
171,15,14,2,116.6999940000,40.8000020000,1.2747060472,73.035277,0.8395064721,1.7135805013,0.4999934177,1.6390133363
171,15,14,3,116.6999940000,40.9000020000,1.3218548168,75.736702,0.9565786420,1.8130918457,0.4467063720,1.7572010295
171,15,14,4,116.5999940000,40.9000020000,1.4443706857,82.756344,0.7946173778,1.6754247711,0.2112528417,1.6620530679
172,15,15,1,116.7000000000,40.8000020000,1.2746976744,73.034797,0.8395088452,1.7135825184,0.5000077294,1.6390110792
172,15,15,2,116.8000000000,40.8000020000,1.1416401791,65.411164,0.9190801065,1.7812180905,0.7411712977,1.6196922527
172,15,15,3,116.8000000000,40.9000020000,1.2064845730,69.126474,1.0521145585,1.8942973748,0.6749500940,1.7699731395
172,15,15,4,116.7000000000,40.9000020000,1.3218476531,75.736292,0.9565877670,1.8130996019,0.4467208710,1.7572053465
173,16,12,1,116.4000000000,40.9000000000,1.6972298903,97.244110,0.9904436820,1.8418771297,-0.2322551494,1.8271751165
173,16,12,2,116.5000000000,40.9000000000,1.5707963268,90.000000,0.8808578935,1.7487292094,0.0000000000,1.7487292094
173,16,12,3,116.5000000000,41.0000000000,1.5707963268,90.000000,1.0276677870,1.8735176190,0.0000000000,1.8735176190
173,16,12,4,116.4000000000,41.0000000000,1.6793210287,96.218007,1.1592426671,1.9853562671,-0.2150375116,1.9736763604
174,16,13,1,116.5000000000,40.9000000000,1.5707963268,90.000000,0.8808578935,1.7487292094,0.0000000000,1.7487292094
174,16,13,2,116.6000000000,40.9000000000,1.4443627633,82.755890,0.7946130189,1.6754210660,0.2112655419,1.6620477187
174,16,13,3,116.6000000000,41.0000000000,1.4622716249,83.781993,1.0197957538,1.8668263907,0.2021993273,1.8558437987
174,16,13,4,116.5000000000,41.0000000000,1.5707963268,90.000000,1.0276677870,1.8735176190,0.0000000000,1.8735176190
175,16,14,1,116.5999940000,40.9000000000,1.4443702687,82.756320,0.7946146391,1.6754224432,0.2112532412,1.6620506705
175,16,14,2,116.6999940000,40.9000000000,1.3218540209,75.736657,0.9565764672,1.8130899971,0.4467073152,1.7571988824
175,16,14,3,116.6999940000,41.0000000000,1.3562509016,77.707453,1.0653130127,1.9055160608,0.4056906527,1.8618288193
175,16,14,4,116.5999940000,41.0000000000,1.4622780854,83.782363,1.0197940326,1.8668249277,0.2021871792,1.8558436506
176,17,14,1,116.5999940000,41.0000000000,1.4622780854,83.782363,1.0197940326,1.8668249277,0.2021871792,1.8558436506
176,17,14,2,116.6999940000,41.0000000000,1.3562509016,77.707453,1.0653130127,1.9055160608,0.4056906527,1.8618288193
176,17,14,3,116.6999940000,41.1000000000,1.3823959114,79.205451,1.0734815103,1.9124592838,0.3581803973,1.8786184592
176,17,14,4,116.5999940000,41.1000000000,1.4757555851,84.554567,1.1613813613,1.9871741571,0.1885783098,1.9782060943
